Messstelle:                ;Roith, Br 49.8
HZB-Nummer:                ;324988
HD-Nummer:                 ;49.8
DBMS-Nummer:               ;4002602
PorenGW-Gebiet:            ;082 Trattnachgebiet
Grundwasserkörper:         ;Gruppe Schlierhügelland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;25.09.2012
 Geländehöhe:              ;369,79
 Messpunkthöhe:            ;370,17
 Sohllage:                 ;361,16
 T-Messtiefe u.GOK:        ;8,37
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 44 45                 ;48 14 25
  01.01.2003               ;13 44 46                 ;48 14 24
  01.01.1996               ;13 44 46                 ;48 14 24
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 25.9.12: 8.37 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.10.2012 00:00:00   ;    11,9 ;     
01.11.2012 00:00:00   ;    12,1 ;     
01.12.2012 00:00:00   ;    11,2 ;     
01.01.2013 00:00:00   ;    11,4 ;     
01.02.2013 00:00:00   ;    10,4 ;     
01.03.2013 00:00:00   ;     9,7 ;     
01.04.2013 00:00:00   ;     9,7 ;     
01.05.2013 00:00:00   ;    10,3 ;     
01.06.2013 00:00:00   ;    10,7 ;     
01.07.2013 00:00:00   ;    11,0 ;     
01.08.2013 00:00:00   ;    11,2 ;     
01.09.2013 00:00:00   ;    11,3 ;     
01.10.2013 00:00:00   ;    11,7 ;     
01.11.2013 00:00:00   ;    11,8 ;     
01.12.2013 00:00:00   ;    11,7 ;     
01.01.2014 00:00:00   ;    11,1 ;     
01.02.2014 00:00:00   ;    10,3 ;     
01.03.2014 00:00:00   ;    10,3 ;     
01.04.2014 00:00:00   ;    10,3 ;     
01.05.2014 00:00:00   ;    10,6 ;     
01.06.2014 00:00:00   ;    10,9 ;     
01.07.2014 00:00:00   ;    11,1 ;     
01.08.2014 00:00:00   ;    11,4 ;     
01.09.2014 00:00:00   ;    11,6 ;     
01.10.2014 00:00:00   ;    11,9 ;     
01.11.2014 00:00:00   ;    12,2 ;     
01.12.2014 00:00:00   ;    12,3 ;     
01.01.2015 00:00:00   ;    12,0 ;     
01.02.2015 00:00:00   ;    11,2 ;     
01.03.2015 00:00:00   ;    10,9 ;     
01.04.2015 00:00:00   ;    10,8 ;     
01.05.2015 00:00:00   ;    10,9 ;     
01.06.2015 00:00:00   ;    11,1 ;     
01.07.2015 00:00:00   ;    11,4 ;     
01.08.2015 00:00:00   ;    11,5 ;     
01.09.2015 00:00:00   ;    11,8 ;     
01.10.2015 00:00:00   ;    12,0 ;     
01.11.2015 00:00:00   ;    12,2 ;     
01.12.2015 00:00:00   ;    11,4 ;     
01.01.2016 00:00:00   ;    10,2 ;     
01.02.2016 00:00:00   ;    10,0 ;     
01.03.2016 00:00:00   ;    11,1 ;     
01.04.2016 00:00:00   ;    11,4 ;     
01.05.2016 00:00:00   ;    11,4 ;     
01.06.2016 00:00:00   ;    11,5 ;     
01.07.2016 00:00:00   ;    11,6 ;     
01.08.2016 00:00:00   ;    11,7 ;     
01.09.2016 00:00:00   ;    11,9 ;     
01.10.2016 00:00:00   ;    12,0 ;     
01.11.2016 00:00:00   ;    12,2 ;     
01.12.2016 00:00:00   ;    12,2 ;     
01.01.2017 00:00:00   ;    11,1 ;     
01.02.2017 00:00:00   ;    10,3 ;     
01.03.2017 00:00:00   ;    10,6 ;     
01.04.2017 00:00:00   ;    10,5 ;     
01.05.2017 00:00:00   ;    10,8 ;     
01.06.2017 00:00:00   ;    11,1 ;     
01.07.2017 00:00:00   ;    11,4 ;     
01.08.2017 00:00:00   ;    11,6 ;     
01.09.2017 00:00:00   ;    11,8 ;     
01.10.2017 00:00:00   ;    12,1 ;     
01.11.2017 00:00:00   ;    12,3 ;     
01.12.2017 00:00:00   ;    12,4 ;     
01.01.2018 00:00:00   ;    11,5 ;     
01.02.2018 00:00:00   ;    11,3 ;     
01.03.2018 00:00:00   ;    11,4 ;     
01.04.2018 00:00:00   ;    11,1 ;     
01.05.2018 00:00:00   ;    11,3 ;     
01.06.2018 00:00:00   ;    11,5 ;     
01.07.2018 00:00:00   ;    11,5 ;     
01.08.2018 00:00:00   ;    11,7 ;     
01.09.2018 00:00:00   ;    12,0 ;     
01.10.2018 00:00:00   ;    12,3 ;     
01.11.2018 00:00:00   ;    12,3 ;     
01.12.2018 00:00:00   ;    11,4 ;     
01.01.2019 00:00:00   ;    11,1 ;     
01.02.2019 00:00:00   ;    11,9 ;     
01.03.2019 00:00:00   ;    11,5 ;     
01.04.2019 00:00:00   ;    11,2 ;     
01.05.2019 00:00:00   ;    11,5 ;     
01.06.2019 00:00:00   ;    11,7 ;     
01.07.2019 00:00:00   ;    11,9 ;     
01.08.2019 00:00:00   ;    12,0 ;     
01.09.2019 00:00:00   ;    12,3 ;     
01.10.2019 00:00:00   ;    12,5 ;     
01.11.2019 00:00:00   ;    12,6 ;     
01.12.2019 00:00:00   ;    11,6 ;     
01.01.2020 00:00:00   ;    10,6 ;     
01.02.2020 00:00:00   ;    10,6 ;     
01.03.2020 00:00:00   ;    11,6 ;     
01.04.2020 00:00:00   ;    11,7 ;     
01.05.2020 00:00:00   ;    11,8 ;     
01.06.2020 00:00:00   ;    11,9 ;     
01.07.2020 00:00:00   ;    12,0 ;     
01.08.2020 00:00:00   ;    12,1 ;     
01.09.2020 00:00:00   ;    12,3 ;     
01.10.2020 00:00:00   ;    12,5 ;     
01.11.2020 00:00:00   ;    12,7 ;     
01.12.2020 00:00:00   ;    12,6 ;     
01.01.2021 00:00:00   ;    12,0 ;     
01.02.2021 00:00:00   ;    11,6 ;     
01.03.2021 00:00:00   ;    10,9 ;     
01.04.2021 00:00:00   ;    10,8 ;     
01.05.2021 00:00:00   ;    11,3 ;     
01.06.2021 00:00:00   ;    11,6 ;     
01.07.2021 00:00:00   ;    11,8 ;     
01.08.2021 00:00:00   ;    11,9 ;     
01.09.2021 00:00:00   ;    12,1 ;     
01.10.2021 00:00:00   ;    12,3 ;     
01.11.2021 00:00:00   ;    12,2 ;     
01.12.2021 00:00:00   ;    11,6 ;     
01.01.2022 00:00:00   ;Lücke        ; 
